Original_Title,Year_Of_Release,Runtime,Genres,Imdb_Rating,Imdb_Votes,Actors
Ab Tumhare Hawale Watan Saathiyo,2004,193,Action|Drama|War,4.6,1312,
Aan: Men at Work,2004,149,Action|Crime|Drama,5.7,2626,
Bardaasht,2004,155,Action|Crime|Drama,6,550,
Chameli,2003,108,Drama,7.1,1817,
Agni Pankh,2004,0,Drama|Romance,5.4,88,
Asambhav,2004,139,Action|Adventure|Drama,3.4,534,
Charas: A Joint Effort,2004,140,Action|Thriller,5.2,285,
Deewaar: Let's Bring Our Heroes Home,2004,163,Action|Drama|Thriller,6,1272,
Dev,2004,172,Drama,6.9,1242,
Dil Maange More!!!,2004,123,Family|Musical|Romance,5.1,1663,
Dil Ne Jise Apna Kaha,2004,135,Romance,4.4,1356,
Dobara,2004,135,Drama|Musical,3.1,120,
Aabra Ka Daabra,2004,144,Fantasy,2.3,204,
Dil Bechara Pyaar Ka Maara,2004,0,Comedy|Romance,4,27,
Gayab,2004,138,Drama|Fantasy|Thriller,4.2,713,
Fida,2004,122,Action|Crime|Drama,5.5,2224,
Garv: Pride and Honour,2004,162,Action|Crime|Drama,5.5,3122,
Ek Se Badhkar Ek,2004,146,Comedy|Thriller,4.7,136,
Ek Hasina Thi,2004,120,Crime|Drama|Mystery,7.6,6000,
Girlfriend,2004,126,Drama,3.2,321,
Hatya: The Murder,2004,131,Action|Crime|Drama,4.4,461,
Hava Aney Dey,2004,93,Drama,6.2,101,
Hawas,2004,123,Drama|Romance|Thriller,2.7,195,
Hyderabad Blues 2,2004,0,Comedy|Drama,6.2,222,
Julie,2004,144,Drama,4.1,364,
Kaun Hai Jo Sapno Mein Aaya,2004,127,Musical,5.1,41,
Inteqam: The Perfect Game,2004,127,Action|Thriller,5.3,78,
Kis Kis Ki Kismat,2004,142,Comedy,2.5,126,
Insaaf: The Justice,2004,0,Drama,4,81,
I Proud to Be an Indian,2004,129,Action|Crime|Drama,6.1,483,
Khamosh Pani: Silent Waters,2003,99,Drama,7.6,1006,
Kismat,2004,143,Action|Drama,3.7,412,
Lakeer - Forbidden Lines,2004,170,Action|Drama|Romance,4.4,819,
Krishna Cottage,2004,124,Horror|Mystery,5.1,815,
Kyun! Ho Gaya Na...,2004,165,Comedy|Drama|Romance,4.2,1610,
Madhoshi,2004,122,Drama|Musical|Mystery,4.6,350,
Lakshya,2004,186,Action|Drama|Romance,7.9,18777,
Ishq Hai Tumse,2004,148,Romance,3.1,139,
Maqbool,2003,132,Crime|Drama|Thriller,8.2,7997,
Masti,2004,166,Comedy|Crime|Mystery,6.2,5413,
Meenaxi: Tale of 3 Cities,2004,0,Drama|Musical|Romance,6.2,280,
Musafir,2004,151,Action|Crime|Drama,5.5,1600,
Muskaan,2004,127,Romance,4.4,172,
Meri Biwi Ka Jawab Nahin,2004,150,Action|Comedy|Romance,3.9,627,
Naach,2004,150,Drama|Musical|Romance,4.2,543,
Netaji Subhas Chandra Bose: The Forgotten Hero,2005,208,Biography|Drama|History,7.5,913,
Paap,2003,120,Drama|Romance|Thriller,5.2,730,
Phir Milenge,2004,142,Drama,6.1,1590,
Plan,2004,149,Action|Crime|Thriller,4.2,779,
Police Force: An Inside Story,2004,138,Action|Crime|Drama,4.6,697,
Paisa Vasool,2004,139,Comedy,4.1,122,
Popcorn Khao! Mast Ho Jao,2004,0,Comedy|Drama|Romance,4,79,
Rakht,2004,162,Horror|Thriller,3.7,554,
Raincoat,2004,117,Drama|Romance,7.6,3629,
Rudraksh,2004,143,Action|Fantasy|Sci-Fi,2.6,1020,
Shaadi Ka Laddoo,2004,0,Comedy,5.2,90,
Run,2004,137,Action|Comedy|Drama,4.8,1167,
Rok Sako To Rok Lo,2004,0,Adventure|Musical|Romance,4.4,1824,
Suno Sasurjee,2004,169,Action|Comedy|Musical,2.4,133,
Swades: We the People,2004,210,Drama,8.2,76737,
Taarzan: The Wonder Car,2004,163,Action|Fantasy|Thriller,4.4,2250,
Nothing But Life,2004,120,Comedy|Drama,7.4,25,
Shart: The Challenge,2004,136,Drama|Romance,3.7,141,
Tumsa Nahin Dekha,2004,128,Musical|Romance,4.5,623,
Vaastu Shastra,2004,106,Horror|Mystery,4.9,585,
Yeh Lamhe Judaai Ke,2004,135,Drama|Mystery|Romance,3.8,1519,
Sheen,2004,0,Action|Drama,6.3,56,
Where's the Party Yaar?,2003,110,Comedy,4.9,990,
Thoda Tum Badlo Thoda Hum,2004,0,Drama|Romance,5.7,15,
Koi... Mil Gaya,2003,171,Action|Drama|Romance,7.1,19430,
Kal Ho Naa Ho,2003,186,Comedy|Drama|Romance,8,58925,
Shukriya: Till Death Do Us Apart,2004,144,Drama|Family|Musical,5.3,130,
Chalte Chalte,2003,167,Drama|Romance,6.5,13604,
The Hero: Love Story of a Spy,2003,160,Action|Adventure|Drama,5.2,1901,
Baghban,2003,181,Drama|Romance,7.4,14248,
Main Prem Ki Diwani Hoon,2003,197,Comedy|Drama|Musical,4,3928,
LOC: Kargil,2003,255,Drama|History|War,5.1,2284,
Munna Bhai M.B.B.S.,2003,156,Comedy|Drama|Musical,8.1,67148,
Qayamat: City Under Threat,2003,156,Action|Drama|Romance,4.7,1978,
88 Antop Hill,2003,119,Mystery|Thriller,4.6,59,
3 Deewarein,2003,115,Crime|Drama,7.9,2029,
Aanch,2003,160,Drama,6.1,98,
Aapko Pehle Bhi Kahin Dekha Hai,2003,145,Action|Comedy|Drama,4.8,232,
Bhoot,2003,113,Horror|Mystery|Thriller,6.5,3017,
Boom,2003,100,Crime|Thriller,2.3,1277,
Aaj Ka Andha Kanoon,2003,46,Action,3.3,14,
Andaaz,2003,145,Drama|Musical|Romance,5.3,2122,
Armaan,2003,158,Drama|Family|Romance,5.2,1025,
Chori Chori,2003,135,Comedy|Drama|Musical,4.8,781,
Calcutta Mail,2003,128,Drama|Mystery|Thriller,5.7,446,
Baaz: A Bird in Danger,2003,180,Mystery|Thriller,3.1,304,
Basti,2003,0,Action|Crime,7.5,26,
Chota Jadugar,2003,99,Fantasy,3.9,89,
Dil Ka Rishta,2003,150,Drama|Musical|Romance,4.7,1474,
Darna Mana Hai,2003,121,Drama|Horror,6.3,2734,
Dhoop,2003,126,Drama,7.2,218,
Dhund: The Fog,2003,153,Adventure|Horror|Mystery,2.3,232,
Chura Liyaa Hai Tumne,2003,143,Action|Drama|Mystery,3.7,443,
The Bypass,2003,17,Crime|Short,7.6,810,
Dum,2003,166,Action|Crime|Drama,5.6,1470,
Dil Pardesi Ho Gayaa,2003,150,Drama|Romance,4.8,76,
Ek Alag Mausam,2003,120,Drama,7,42,
Footpath,2003,164,Action|Crime|Drama,5.3,712,
Escape from Taliban,2003,166,Adventure|Drama|Thriller,4.5,155,
Ek Din 24 Ghante,2003,95,Thriller,4,75,
Gangaajal,2003,157,Action|Crime|Drama,7.8,14295,
Hawa,2003,129,Horror|Thriller,3.3,272,
Haasil,2003,160,Crime|Drama|Romance,7.6,2399,
Final Solution,2004,218,Documentary,8.7,333,
Ek Aur Ek Gyarah: By Hook or by Crook,2003,144,Action|Comedy|Crime,5.2,1682,
Hungama,2003,153,Comedy|Drama|Romance,7.5,11388,
Green Card Fever,2003,100,Comedy|Drama|Romance,5.9,179,
Flavors,2003,118,Comedy,7.2,421,
Indian Babu,2003,0,Drama|Romance,4.7,47,
Fun2shh... Dudes in the 10th Century,2003,130,Comedy,4.6,738,
Inteha,2003,155,Drama|Thriller,5.3,131,
Jaal: The Trap,2003,142,Action|Drama|Romance,4.1,402,
Ishq Vishk,2003,134,Comedy|Romance,6,3647,
Hawayein,2003,176,Drama|Romance,6.2,143,
Jajantaram Mamantaram,2003,122,Action|Comedy|Family,5.7,516,
Jism,2003,136,Drama|Romance|Thriller,5.2,1933,
Jhankaar Beats,2003,143,Comedy|Music,7.2,1839,
Ganges: River to Heaven,2003,79,Documentary,7.4,17,
Kagaar: Life on the Edge,2003,150,Crime|Drama,6.2,42,
Kash... Aap Hamare Hote,2003,0,Family|Musical|Romance,5.2,80,
Khel,2003,174,Action|Crime|Drama,4,432,
Janasheen,2003,162,Action|Drama|Musical,2.9,327,
Kaise Kahoon Ke... Pyaar Hai,2003,0,Crime|Romance,3.8,28,
Khushi,2003,161,Action|Drama|Romance,4.4,1458,
Khwahish,2003,152,Drama|Musical|Romance,4.2,186,
Kucch To Hai,2003,143,Horror|Mystery,4.2,762,
Kuch Naa Kaho,2003,169,Drama|Romance,5.4,2123,
Main Madhuri Dixit Banna Chahti Hoon!,2003,0,Comedy|Drama,6,488,
Joggers' Park,2003,133,Comedy|Romance,6.2,335,
Market,2003,160,Drama|Musical,3.6,125,
Om,2003,0,Action|Romance,4,29,
Out of Control,2003,124,Comedy|Drama|Romance,3.3,213,
Mumbai Matinee,2003,125,Comedy|Romance,5.2,228,
Matrubhoomi: A Nation Without Women,2003,99,Drama,7.7,1850,
Parwana,2003,112,Action|Drama|Romance,2.1,244,
Pinjar: Beyond Boundaries...,2003,188,Drama,8,2374,
Mumbai Se Aaya Mera Dost,2003,146,Action|Comedy|Drama,3.3,504,
Saaya,2003,135,Drama|Fantasy|Mystery,5.8,823,
Samay: When Time Strikes,2003,136,Crime|Mystery|Thriller,6.9,1529,
Nayee Padosan,2003,136,Comedy,5.4,338,
Satta,2003,153,Crime|Drama,6.9,499,
Sssshhh...,2003,163,Horror|Mystery,4.3,293,
Pran Jaaye Par Shaan Na Jaaye,2003,137,Drama,6.3,297,
Raghu Romeo,2003,100,Comedy,6.9,592,
Stumped,2003,121,Comedy|Drama|Sport,2.6,104,
Rules: Pyaar Ka Superhit Formula,2003,0,Comedy|Romance,6.5,292,
Right Here Right Now,2003,28,Comedy|Drama|Short,8,169,
Raja Bhaiya,2003,0,Comedy|Drama,3.8,181,
Tere Naam,2003,132,Action|Drama|Romance,7.1,15219,
Tujhe Meri Kasam,2003,155,Romance,6.5,323,
Talaash: The Hunt Begins...,2003,153,Action|Drama|Mystery,4.7,1292,
Tehzeeb,2003,143,Drama,6,476,
Gulabi Aaina,2003,40,Comedy|Short,4.4,123,
Yeh Dil,2003,147,Drama|Romance,3.9,175,
Xcuse Me,2003,152,Comedy,5.7,682,
Raaz,2002,151,Drama|Horror|Musical,6.5,2478,
Zameen,2003,154,Action|Adventure|Thriller,5.3,1324,
Waisa Bhi Hota Hai Part II,2003,137,Comedy|Crime|Drama,7.3,675,
Devdas,2002,185,Drama|Musical|Romance,7.6,35705,
Kaante,2002,150,Action|Crime|Drama,6.6,4267,
Hum Tumhare Hain Sanam,2002,174,Drama|Romance,5.4,6040,
Aankhen,2002,165,Comedy|Crime|Drama,7.4,11499,
Saathiya,2002,138,Drama|Family|Romance,6.8,6263,
Company,2002,155,Action|Crime|Drama,8,13474,
Awara Paagal Deewana,2002,158,Action|Comedy|Crime,6.2,7059,
Humraaz,2002,173,Action|Musical|Romance,6.3,2729,
16-Dec,2002,158,Action|Thriller,6.9,1091,
23rd March 1931: Shaheed,2002,188,Biography|Drama|History,5,570,
Agni Varsha,2002,130,Drama|Fantasy|Romance,4.6,333,
Ab Ke Baras,2002,0,Action|Romance|Thriller,3.4,182,
Aap Mujhe Achche Lagne Lage,2002,180,Action|Drama|Romance,3.1,2122,
Annarth,2002,0,Action|Crime|Drama,3.1,125,
Ansh: The Deadly Part,2002,180,Crime|Drama,6.3,40,
Mujhse Dosti Karoge!,2002,149,Drama|Family|Musical,5,4604,
Bollywood Queen,2002,89,Musical|Romance,4.6,434,
Badhaai Ho Badhaai,2002,155,Comedy|Drama|Musical,4.4,585,
Chor Machaaye Shor,2002,145,Action|Comedy|Crime,4.2,1003,
Chalo Ishq Ladaaye,2002,140,Action|Comedy|Romance,4.4,463,
Akhiyon Se Goli Maare,2002,146,Comedy|Romance,5,699,
Bomb the System,2002,91,Action|Drama,6.6,967,
Baaja,2001,0,Family,6.6,8,
Be-Lagaam,2002,0,Crime|Thriller,3.1,13,
Deewangee,2002,169,Crime|Drama|Mystery,6.6,2281,
Dil Vil Pyar Vyar,2002,150,Drama|Musical|Romance,5.2,423,
Dil Hai Tumhaara,2002,185,Drama|Romance,5.3,1499,
Ek Chhotisi Love Story,2002,122,Drama,2.9,525,
Encounter: The Killing,2002,0,Crime|Drama,6.8,113,
Filhaal...,2002,151,Drama|Romance,5.5,221,
Ghaav: The Wound,2002,0,Action|Crime|Drama,6.5,11,
Gunaah,2002,135,Crime|Drama,3.3,325,
Haan Maine Bhi Pyaar Kiya,2002,174,Drama|Musical|Romance,3.7,1146,
Hum Kisi Se Kum Nahin,2002,161,Action|Comedy|Drama,4.4,1212,
Hum Pyar Tumhi Se Kar Baithe,2002,138,Musical|Romance,5.8,40,
Jaani Dushman: Ek Anokhi Kahani,2002,170,Action|Fantasy|Thriller,2.8,2748,
Jeena Sirf Merre Liye,2002,137,Romance,4.5,655,
Karz: The Burden of Truth,2002,173,Action|Crime|Drama,3.9,356,
Kabhie Tum Kabhie Hum,2002,0,Comedy|Drama|Family,4.7,13,
Kehtaa Hai Dil Baar Baar,2002,119,Comedy|Drama|Romance,4.7,171,
Koi Mere Dil Se Poochhe,2002,165,Musical|Romance|Thriller,3.4,241,
Kranti,2002,142,Action|Drama,3.7,338,
Kuch Tum Kaho Kuch Hum Kahein,2002,171,Action|Drama|Romance,5.6,487,
Kya Yehi Pyaar Hai,2002,145,Drama|Romance,3.8,401,
Kyaa Dil Ne Kahaa,2002,0,Family|Romance,3,231,
Kitne Door... Kitne Paas,2002,146,Comedy|Romance,4.5,269,
Maa Tujhhe Salaam,2002,162,Action|Drama,3.4,1066,
Maine Dil Tujhko Diya,2002,154,Action|Romance,3.8,1013,
Makdee,2002,90,Fantasy,7.4,1517,
Hathyar: Face to Face with Reality,2002,140,Action|Crime|Drama,5.7,555,
Jang Aur Aman,2002,148,Documentary|War,8.3,113,
Maseeha,2002,117,Action|Crime|Drama,4.1,62,
Mere Yaar Ki Shaadi Hai,2002,158,Comedy|Drama|Romance,5.3,1960,
Mitr: My Friend,2002,104,Drama,6.8,240,
Na Tum Jaano Na Hum,2002,158,Comedy|Drama|Musical,5,2553,
Pitaah,2002,126,Action|Drama,6.4,647,
Om Jai Jagadish,2002,172,Drama|Musical,5.5,1713,
Nishad,2002,118,Drama,5.7,6,
Pyaar Diwana Hota Hai,2002,148,Drama|Romance,3.9,284,
Pyaasa,2002,137,Drama,3.5,87,
Shaheed-E-Azam,2002,173,Biography|Drama|History,6.8,13,
Road,2002,134,Thriller,5.6,1099,
Shakthi: The Power,2002,170,Action|Drama,6,4340,
Shararat,2002,155,Comedy|Drama|Family,4.6,420,
The Legend of Bhagat Singh,2002,155,Action|Biography|Drama,8.1,13455,
Tumko Na Bhool Paayenge,2002,160,Action|Mystery|Romance,5.6,2384,
Tum Se Achcha Kaun Hai,2002,150,Drama|Musical|Romance,4.6,147,
Waah! Tera Kya Kehna,2002,0,Comedy,3.7,203,
Yeh Dil Aashiqanaa,2002,152,Action|Romance,4.3,225,
Yeh Kaisi Mohabbat,2002,160,Drama|Musical|Romance,4,29,
Yeh Mohabbat Hai,2002,0,Action|Romance,5.2,60,
Sur: The Melody of Life,2002,0,Drama|Musical|Romance,6.4,413,
Rishtey,2002,164,Action|Drama,4.6,800,
Yeh Hai Jalwa,2002,165,Comedy|Drama|Romance,4.8,1997,
Zindagi Khoobsoorat Hai,2002,0,Drama|Family,5.8,46,
Kabhi Khushi Kabhie Gham...,2001,210,Drama|Musical|Romance,7.4,41143,
Yeh Kya Ho Raha Hai?,2002,0,Comedy|Romance,4.8,217,
Lagaan: Once Upon a Time in India,2001,224,Adventure|Drama|Musical,8.1,95686,
Gadar: Ek Prem Katha,2001,170,Action|Drama|Romance,7.2,9372,
Indian,2001,178,Action|Crime|Drama,5.3,1991,
Dil Chahta Hai,2001,183,Comedy|Drama|Romance,8.1,62313,
Chori Chori Chupke Chupke,2001,160,Drama|Musical|Romance,5.4,3907,
Yaadein...,2001,171,Drama|Musical|Romance,4.4,3034,
Lajja,2001,202,Crime|Drama,6.7,2357,
Aalavandhan,2001,177,Action|Thriller,7.1,1746,
Aamdani Atthanni Kharcha Rupaiya,2001,150,Comedy|Drama|Family,4.7,1026,
Aashiq,2001,160,Action|Drama|Romance,3.8,357,
Aks,2001,184,Action|Crime|Horror,5.9,1518,
Ajnabee,2001,165,Action|Crime|Drama,6.3,7480,
Censor,2001,165,Drama,3.5,107,
Asoka,2001,176,Action|Biography|Drama,6.5,12612,
Albela,2001,145,Drama|Romance,3.7,655,
Bas Itna Sa Khwaab Hai...,2001,0,Romance,3.8,550,
Ek Rishtaa: The Bond of Love,2001,174,Drama|Family,5,1418,
Bhairav,2001,133,Action,5,23,
Bengal Tiger,2001,121,Action|Crime,5.8,22,
Chhupa Rustam: A Musical Thriller,2001,127,Drama|Musical|Romance,4.5,73,
Daman: A Victim of Marital Violence,2001,0,Drama,5.7,79,
Chandni Bar,2001,150,Crime|Drama,7.6,2284,
Deewaanapan,2001,153,Action|Romance,4.6,378,
Dil Ne Phir Yaad Kiya,2001,0,Drama|Musical|Romance,4.1,92,
Ehsaas: The Feeling,2001,116,Drama,5.6,81,
Farz,2001,0,Action|Thriller,4.3,380,
Grahan,2001,110,Crime|Drama,5.1,73,
Dattak,2001,125,Drama,7.5,54,
Jodi No.1,2001,140,Comedy|Romance,5.8,1988,
Hum Ho Gaye Aap Ke,2001,168,Drama|Musical|Romance,4.1,362,
Kasam,2001,0,Action|Drama,4.4,92,
Kuch Khatti Kuch Meethi,2001,120,Comedy|Drama|Family,4.6,574,
Kasoor,2001,151,Drama|Mystery|Thriller,6,801,
Maya,2001,105,Drama,7,277,
Ittefaq,2001,138,Action|Comedy|Drama,4.6,67,
Mitti,2001,155,Action|Crime|Thriller,6,20,
Mujhe Meri Biwi Se Bachaao,2001,0,Comedy|Crime|Family,4.3,85,
Mujhe Kucch Kehna Hai,2001,135,Drama|Romance,5.1,1013,
Hadh: Life on the Edge of Death,2001,0,Action|Crime|Drama,4.5,11,
Nayak: The Real Hero,2001,187,Action|Drama|Thriller,7.8,12522,
One 2 Ka 4,2001,169,Action|Comedy|Crime,5.4,4484,
Kyo Kii... Main Jhuth Nahin Bolta,2001,131,Comedy|Fantasy,5.3,1696,
Love Ke Liye Kuch Bhi Karega,2001,131,Comedy|Crime|Romance,6,1409,
Pyaar Ishq Aur Mohabbat,2001,0,Drama|Musical|Romance,4,528,
Pyaar Tune Kya Kiya...,2001,123,Romance|Thriller,5.7,719,
Paagalpan,2001,146,Romance,6.6,39,
Moksha: Salvation,2001,150,Drama|Thriller,6.3,356,
Style,2001,157,Comedy|Musical|Mystery,6.7,1607,
Rehnaa Hai Terre Dil Mein,2001,160,Musical|Romance,7.5,6232,
Officer,2001,0,Action|Crime|Drama,5.3,97,
Rahul,2001,151,Drama,5.5,219,
Pyaar Zindagi Hai,2001,157,Drama|Romance|Thriller,6.6,39,
Yeh Raaste Hain Pyaar Ke,2001,149,Drama|Romance,4,607,
Tum Bin...: Love Will Find a Way,2001,158,Drama|Romance,7.5,2879,
Yeh Teraa Ghar Yeh Meraa Ghar,2001,175,Comedy|Drama,5.7,704,
Zubeidaa,2001,153,Biography|Drama|History,6.2,1384,
Tera Mera Saath Rahen,2001,148,Drama,4.9,278,
Yeh Zindagi Ka Safar,2001,146,Drama,3,133,
Sabse Bada Sukh,2018,0,Comedy|Drama,6.1,13,
Daaka,2019,136,Action,7.4,38,
Humsafar,2011,35,Drama|Romance,9,2968,
